,doc,line_id,value,entity
31343,X51006414485,19,$8.20,total-B
31344,X51006414485,20,GST,O
31345,X51006414485,20,@6%:,O
31346,X51006414485,20,$0.46,O
31347,X51006414485,21,NETT,O
31348,X51006414485,21,TOTAL:,O
31349,X51006414485,21,$8.20,total-B
31350,X51006414485,22,PAYMENT,O
31351,X51006414485,22,MODE,O
31352,X51006414485,23,AMOUNT,O
31353,X51006414485,24,CASH,O
31354,X51006414485,25,$8.20,total-B
31355,X51006414485,26,CHANGE,O
31356,X51006414485,27,$0.00,O
31357,X51006414485,28,GST,O
31358,X51006414485,28,SUMMARY,O
31359,X51006414485,29,AMOUNT($),O
31360,X51006414485,30,TAX($),O
31361,X51006414485,31,SR,O
31362,X51006414485,31,=,O
31363,X51006414485,31,GST,O
31364,X51006414485,31,@6%,O
31365,X51006414485,32,7.74,O
31366,X51006414485,33,0.46,O
31367,X51006414485,34,GST,O
31368,X51006414485,34,REG,O
31369,X51006414485,34,#000656195584,O
31370,X51006414485,35,BAR,O
31371,X51006414485,35,WANG,O
31372,X51006414485,35,RICE@PERMAS,O
31373,X51006414485,35,JAYA,O
31374,X51006414485,36,(PRICE,O
31375,X51006414485,36,INCLUSIVE,O
31376,X51006414485,36,OF,O
31377,X51006414485,36,GST),O
31378,X51006414485,37,THANK,O
31379,X51006414485,37,YOU,O
31380,X51006414485,37,&,O
31381,X51006414485,37,COME,O
31382,X51006414485,37,AGAIN!,O
31383,X51006414485,38,LIKE,O
31384,X51006414485,38,AND,O
31385,X51006414485,38,FOLLOW,O
31386,X51006414485,38,US,O
31387,X51006414485,38,ON,O
31388,X51006414485,38,FACEBOOK!,O
31389,X51006414485,39,FACEBOOK.COM/BARWANGRICE,O
31390,X51006414519,1,HASHA,company-B
31391,X51006414519,1,PETROKIOSK,company-I
31392,X51006414519,2,COMPANY,O
31393,X51006414519,2,NO:,O
31394,X51006414519,3,LOT,address-B
31395,X51006414519,3,PTD,address-I
31396,X51006414519,3,198718,address-I
31397,X51006414519,3,TMN,address-I
31398,X51006414519,3,SIERRA,address-I
31399,X51006414519,3,P,address-I
31400,X51006414519,4,81750,address-I
31401,X51006414519,4,MASAI,address-I
31402,X51006414519,4,JOHOR,address-I
31403,X51006414519,5,SITE:,O
31404,X51006414519,5,2591,O
31405,X51006414519,6,TELEPHONE:,O
31406,X51006414519,7,GST,O
31407,X51006414519,7,NO:,O
31408,X51006414519,8,RECEIPT,O
31409,X51006414519,9,INVOICE,O
31410,X51006414519,9,NUMBER,O
31411,X51006414519,10,22.73,O
31412,X51006414519,10,LITRE,O
31413,X51006414519,10,PUMP,O
31414,X51006414519,10,#,O
31415,X51006414519,10,02,O
31416,X51006414519,11,FUELSAVE,O
31417,X51006414519,11,95,O
31418,X51006414519,12,RM,O
31419,X51006414519,13,50.00,total-B
31420,X51006414519,13,C,O
31421,X51006414519,14,2.200,O
31422,X51006414519,15,RM,O
31423,X51006414519,16,/,O
31424,X51006414519,17,LITRE,O
31425,X51006414519,18,TOTAL,O
31426,X51006414519,19,RM,O
31427,X51006414519,20,50.00,total-B
31428,X51006414519,21,CASH,O
31429,X51006414519,22,RM,O
31430,X51006414519,23,50.00,total-B
31431,X51006414519,24,RELIEF,O
31432,X51006414519,24,GST,O
31433,X51006414519,25,C,O
31434,X51006414519,25,RM,O
31435,X51006414519,26,0.00,O
31436,X51006414519,27,TOTAL,O
31437,X51006414519,27,GROSS,O
31438,X51006414519,28,C,O
31439,X51006414519,28,RM,O
31440,X51006414519,29,50.00,total-B
31441,X51006414519,30,2018-04-06,O
31442,X51006414519,31,17:36:35,O
31443,X51006414519,32,CUSTOMER,O
31444,X51006414519,32,COPY,O
31445,X51006414519,33,TERMINAL,O
31446,X51006414519,33,ID:,O
31447,X51006414519,34,84259112,O
31448,X51006414519,35,ID/STAN:,O
31449,X51006414519,36,274961/000000,O
31450,X51006414519,37,ENTRY,O
31451,X51006414519,37,MODE:,O
31452,X51006414519,38,MSR/1,O
31453,X51006414519,39,CARD:,O
31454,X51006414519,40,ATTENDANT,O
31455,X51006414519,40,TAG,O
31456,X51006414519,40,CARD,O
31457,X51006414519,41,XXXXXXXXX0053,O
31458,X51006414519,42,RESPONSE:-,O
31459,X51006414519,43,000,O
31460,X51006414519,43,APPROVED,O
31461,X51006414519,44,ATTENDANT:,O
31462,X51006414519,45,MRIFAN,O
31463,X51006414519,46,DATE,O
31464,X51006414519,47,TIME,O
31465,X51006414519,48,NUM,O
31466,X51006414519,49,OPT,O
31467,X51006414519,50,06/04/18,O
31468,X51006414519,51,DIESEL,O
31469,X51006414519,51,&,O
31470,X51006414519,51,PETROL,O
31471,X51006414519,51,RON95,O
31472,X51006414519,52,GIVEN,O
31473,X51006414519,52,RELIEF,O
31474,X51006414519,52,UNDER,O
31475,X51006414519,52,SECTION,O
31476,X51006414519,53,56,O
31477,X51006414519,53,(3),O
31478,X51006414519,53,(B),O
31479,X51006414519,53,GST,O
31480,X51006414519,53,ACT,O
31481,X51006414519,53,2014,O
31482,X51006414519,54,THANK,O
31483,X51006414519,54,YOU,O
31484,X51006414519,55,PLEASE,O
31485,X51006414519,55,COME,O
31486,X51006414519,55,AGAIN,O
31487,X51006414519,56,JM0032980-V,O
31488,X51006414519,57,073000190,O
31489,X51006414519,58,000908345344,O
31490,X51006414519,59,60000437782,O
31491,X51006414519,60,17:36,O
31492,X51006414519,61,41766,O
31493,X51006414519,62,02,O
31494,X51006414533,1,BHPETROL,company-B
31495,X51006414533,1,PERMAS,company-I
31496,X51006414533,1,JAYA,company-I
31497,X51006414533,1,2,company-I
31498,X51006414533,2,LOT,address-I
31499,X51006414533,2,PTD,address-I
31500,X51006414533,2,101051,address-I
31501,X51006414533,3,JALAN,address-I
31502,X51006414533,3,PERMAS,address-I
31503,X51006414533,3,10/10,address-I
31504,X51006414533,4,8175,O
31505,X51006414533,4,"MASAI,",address-B
31506,X51006414533,4,JOHOR,address-I
31507,X51006414533,5,PREPAY,O
31508,X51006414533,5,CHIT,O
31509,X51006414533,5,NUMBER,O
31510,X51006414533,6,57381,O
31511,X51006414533,7,THIS,O
31512,X51006414533,7,IS,O
31513,X51006414533,7,NOT,O
31514,X51006414533,7,A,O
31515,X51006414533,7,RECEIPT,O
31516,X51006414533,8,A,O
31517,X51006414533,8,TAX,O
31518,X51006414533,8,INVOICE,O
31519,X51006414533,8,WILL,O
31520,X51006414533,8,BE,O
31521,X51006414533,8,ISSUED,O
31522,X51006414533,8,UPON,O
31523,X51006414533,8,THE,O
31524,X51006414533,9,COMPLETION,O
31525,X51006414533,9,OF,O
31526,X51006414533,9,THE,O
31527,X51006414533,9,SALE,O
31528,X51006414533,9,TRANSACTION,O
31529,X51006414533,10,10-04-2018,date-B
31530,X51006414533,10,08:11:53,O
31531,X51006414533,11,CASHIER:,O
31532,X51006414533,11,465,O
31533,X51006414533,12,TRANSACTION,O
31534,X51006414533,12,NO:,O
31535,X51006414533,12,1-494268,O
31536,X51006414533,13,ITEM,O
31537,X51006414533,14,U\PRICE,O
31538,X51006414533,15,QNTY,O
31539,X51006414533,15,AMOUNT,O
31540,X51006414533,16,PPF,O
31541,X51006414533,17,P7,O
31542,X51006414533,18,50,O
31543,X51006414533,19,50.00,total-B
31544,X51006414533,20,TOTAL,O
31545,X51006414533,20,AMOUNT,O
31546,X51006414533,21,CASH,O
31547,X51006414533,22,RM,O
31548,X51006414533,23,THANK,O
31549,X51006414533,23,YOU,O
31550,X51006414533,23,FOR,O
31551,X51006414533,23,SHOPPING,O
31552,X51006414533,23,AT,O
31553,X51006414533,23,BHPETROMART,O
31554,X51006414533,24,CUSTOMER,O
31555,X51006414533,24,SERVICE,O
31556,X51006414533,24,1-300-22-2828,O
31557,X51006414533,25,1.000,O
31558,X51006414533,26,50.00,total-B
31559,X51006414599,1,LAVENDER,company-I
31560,X51006414599,1,CONFECTIONERY,company-I
31561,X51006414599,1,&,company-I
31562,X51006414599,1,BAKERY,company-I
31563,X51006414599,1,S/B,company-I
31564,X51006414599,2,COMPANY,O
31565,X51006414599,2,NO:,O
31566,X51006414599,2,499702-V,O
31567,X51006414599,3,LOT,address-B
31568,X51006414599,3,G29,address-I
31569,X51006414599,3,&,address-I
31570,X51006414599,3,"G30,",address-I
31571,X51006414599,3,AEON,address-I
31572,X51006414599,3,MALL,address-I
31573,X51006414599,3,TEBRAU,address-I
31574,X51006414599,3,"CITY,",address-I
31575,X51006414599,4,NO.,address-I
31576,X51006414599,4,"1,",address-I
31577,X51006414599,4,JALAN,address-I
31578,X51006414599,5,TAMAN,address-I
31579,X51006414599,5,81100,address-I
31580,X51006414599,5,JOHOR,address-I
31581,X51006414599,5,BAHRU.,address-I
31582,X51006414599,6,TEL,O
31583,X51006414599,6,:,O
31584,X51006414599,6,07-364,O
31585,X51006414599,6,3785,O
31586,X51006414599,7,GST,O
31587,X51006414599,7,ID,O
31588,X51006414599,7,NO:,O
31589,X51006414599,7,001872379904,O
31590,X51006414599,8,TAX,O
31591,X51006414599,8,INVOICE,O
31592,X51006414599,9,14/04/2018,date-B
31593,X51006414599,9,16:14,O
31594,X51006414599,10,B999215,O
31595,X51006414599,11,QTY,O
31596,X51006414599,12,DESCRIPTIONS,O
31597,X51006414599,13,AMOUNT,O
31598,X51006414599,14,1,O
31599,X51006414599,15,EUROPEAN,O
31600,X51006414599,15,WALNUT,O
31601,X51006414599,16,6.50,O
31602,X51006414599,16,T,O
31603,X51006414599,17,1,O
31604,X51006414599,18,ORANGE,O
31605,X51006414599,18,PEEL,O
31606,X51006414599,18,CHOCOLATE,O
31607,X51006414599,19,5.80,O
31608,X51006414599,19,T,O
31609,X51006414599,20,2,O
31610,X51006414599,21,TOTAL,O
31611,X51006414599,22,12.30,total-B
31612,X51006414599,23,CASH,O
31613,X51006414599,24,20.00,O
31614,X51006414599,25,CHANGE,O
31615,X51006414599,26,7.70,O
31616,X51006414599,27,INCL.,O
31617,X51006414599,27,6%,O
31618,X51006414599,27,GST,O
31619,X51006414599,28,0.70,O
31620,X51006414599,29,PRICES,O
31621,X51006414599,29,INCLUSIVE,O
31622,X51006414599,29,6%,O
31623,X51006414599,29,GST,O
31624,X51006414599,30,GST,O
31625,X51006414599,30,SUMMARY,O
31626,X51006414599,31,AMOUNT,O
31627,X51006414599,32,TAX,O
31628,X51006414599,33,T:,O
31629,X51006414599,33,GST,O
31630,X51006414599,34,11.60,O
31631,X51006414599,35,0.70,O
31632,X51006414599,36,Z:,O
31633,X51006414599,36,ZERO,O
31634,X51006414599,36,RATED,O
31635,X51006414599,37,0.00,O
31636,X51006414599,38,0.00,O
31637,X51006414599,39,SIGN:,O
31638,X51006414599,40,WWW.LAVENDER.COM.MY,O
31639,X51006414599,41,THANK,O
31640,X51006414599,41,YOU.,O
31641,X51006414599,42,1.,O
31642,X51006414599,42,ALL,O
31643,X51006414599,42,SALES,O
31644,X51006414599,42,ARE,O
31645,X51006414599,42,FINAL.,O
31646,X51006414599,42,GOODS,O
31647,X51006414599,42,SOLD,O
31648,X51006414599,43,ARE,O
31649,X51006414599,43,NOT,O
31650,X51006414599,43,REFUNDABLE,O
31651,X51006414599,43,NOR,O
31652,X51006414599,43,EXCHANGEABLE.,O
31653,X51006414599,44,2.,O
31654,X51006414599,44,OUR,O
31655,X51006414599,44,PRODUCTS,O
31656,X51006414599,44,CONTAIN,O
31657,X51006414599,44,NO,O
31658,X51006414599,44,ADDED,O
31659,X51006414599,45,"PRESERVATIVES,",O
31660,X51006414599,45,PLEASE,O
31661,X51006414599,45,CONSUME,O
31662,X51006414599,45,WITHIN,O
31663,X51006414599,46,A,O
31664,X51006414599,46,DAY,O
31665,X51006414599,46,OR,O
31666,X51006414599,46,KEEP,O
31667,X51006414599,46,ACCORDING,O
31668,X51006414599,46,TO,O
31669,X51006414599,47,RECOMMENDATIONS,O
31670,X51006414599,47,ON,O
31671,X51006414599,47,PACKAGING.,O
31672,X51006414599,48,3.,O
31673,X51006414599,48,FOR,O
31674,X51006414599,48,"FEEDBACK,",O
31675,X51006414599,48,PLEASE,O
31676,X51006414599,48,RETAIN,O
31677,X51006414599,48,THIS,O
31678,X51006414599,49,TAX,O
31679,X51006414599,49,"INVOICE,",O
31680,X51006414599,49,SEEK,O
31681,X51006414599,49,STORE,O
31682,X51006414599,49,MANAGER,O
31683,X51006414599,50,ASSISTANCE,O
31684,X51006414599,50,OR,O
31685,X51006414599,50,DROP,O
31686,X51006414599,50,US,O
31687,X51006414599,50,AN,O
31688,X51006414599,50,EMAIL.,O
31689,X51006414599,51,4.,O
31690,X51006414599,51,TAX,O
31691,X51006414599,51,INVOICE,O
31692,X51006414599,51,CAN,O
31693,X51006414599,51,ONLY,O
31694,X51006414599,51,BE,O
31695,X51006414599,51,ISSUED,O
31696,X51006414599,52,ON,O
31697,X51006414599,52,THE,O
31698,X51006414599,52,PURCHASE,O
31699,X51006414599,52,"DATE,",O
31700,X51006414599,52,AMENDMENT,O
31701,X51006414599,52,IS,O
31702,X51006414599,53,NOT,O
31703,X51006414599,53,ALLOWED,O
31704,X51006414599,53,ONCE,O
31705,X51006414599,53,ISSUED.,O
31706,X51006414599,54,CSH:C1337,O
31707,X51006414599,54,LEE,O
31708,X51006414599,54,FING,O
31709,X51006414599,54,TING,O
31710,X51006414599,55,POS:TC12,O
31711,X51006414599,55,SHF:201804141,O
31712,X51006414599,56,LAVENDER,company-B
31713,X51006414631,1,UNIHAKKA,company-I
31714,X51006414631,1,INTERNATIONAL,company-I
31715,X51006414631,1,SDN,company-I
31716,X51006414631,1,BHD,company-I
31717,X51006414631,2,18,date-I
31718,X51006414631,2,APR,date-I
31719,X51006414631,2,2018,date-I
31720,X51006414631,2,18:34,O
31721,X51006414631,3,(867388-U),O
31722,X51006414631,4,"12,",address-B
31723,X51006414631,4,JALAN,address-I
31724,X51006414631,4,TAMPOI,address-I
31725,X51006414631,4,"7/4,KAWASAN",address-I
31726,X51006414631,4,PERINDUSTRIAN,address-I
31727,X51006414631,5,"TAMPOI,81200",address-I
31728,X51006414631,5,JOHOR,address-I
31729,X51006414631,5,"BAHRU,JOHOR",address-I
31730,X51006414631,6,TAXINVOICE,O
31731,X51006414631,7,INVOICE,O
31732,X51006414631,7,#,O
31733,X51006414631,7,:,O
31734,X51006414631,7,OR18041802170465,O
31735,X51006414631,8,ITEM,O
31736,X51006414631,9,QTY,O
31737,X51006414631,10,TOTAL,O
31738,X51006414631,11,SR,O
31739,X51006414631,11,I00100000031-,O
31740,X51006414631,11,3,O
31741,X51006414631,11,VEGE,O
31742,X51006414631,12,$4.40,O
31743,X51006414631,13,1,O
31744,X51006414631,14,$4.40,O
31745,X51006414631,15,SR,O
31746,X51006414631,15,I00100000064-ADD,O
31747,X51006414631,15,VEGETABLE,O
31748,X51006414631,16,$0.60,O
31749,X51006414631,17,1,O
31750,X51006414631,18,$0.60,O
31751,X51006414631,19,SR,O
31752,X51006414631,19,I00100000065-ADD,O
31753,X51006414631,19,MEATS,O
31754,X51006414631,20,$0.90,O
31755,X51006414631,21,1,O
31756,X51006414631,22,$0.90,O
31757,X51006414631,23,SR,O
31758,X51006414631,23,I00100000015-,O
31759,X51006414631,23,VEGETABLE,O
31760,X51006414631,24,$1.10,O
31761,X51006414631,25,1,O
31762,X51006414631,26,$1.10,O
31763,X51006414631,27,TOTAL,O
31764,X51006414631,27,AMOUNT:,O
31765,X51006414631,27,$7.00,total-B
31766,X51006414631,28,GST,O
31767,X51006414631,28,@6%:,O
31768,X51006414631,28,$0.40,O
31769,X51006414631,29,NETT,O
31770,X51006414631,29,TOTAL:,O
31771,X51006414631,29,$7.00,total-B
31772,X51006414631,30,PAYMENT,O
31773,X51006414631,30,MODE,O
31774,X51006414631,31,AMOUNT,O
31775,X51006414631,32,CASH,O
31776,X51006414631,33,$7.00,total-B
31777,X51006414631,34,CHANGE,O
31778,X51006414631,35,$0.00,O
31779,X51006414631,36,GST,O
31780,X51006414631,36,SUMMARY,O
31781,X51006414631,37,AMOUNT($),O
31782,X51006414631,38,TAX($),O
31783,X51006414631,39,SR,O
31784,X51006414631,39,=,O
31785,X51006414631,39,GST,O
31786,X51006414631,39,@6%,O
31787,X51006414631,40,6.60,O
31788,X51006414631,41,0.40,O
31789,X51006414631,42,GST,O
31790,X51006414631,42,REG,O
31791,X51006414631,42,#000656195584,O
31792,X51006414631,43,BAR,O
31793,X51006414631,43,WANG,O
31794,X51006414631,43,RICE@PERMAS,O
31795,X51006414631,43,JAYA,O
31796,X51006414631,44,(PRICE,O
31797,X51006414631,44,INCLUSIVE,O
31798,X51006414631,44,OF,O
31799,X51006414631,44,GST),O
31800,X51006414631,45,THANK,O
31801,X51006414631,45,YOU,O
31802,X51006414631,45,&,O
31803,X51006414631,45,COME,O
31804,X51006414631,45,AGAIN!,O
31805,X51006414631,46,LIKE,O
31806,X51006414631,46,AND,O
31807,X51006414631,46,FOLLOW,O
31808,X51006414631,46,US,O
31809,X51006414631,46,ON,O
31810,X51006414631,46,FACEBOOK!,O
31811,X51006414631,47,FACEBOOK.COM/BARWANGRICE,O
31812,X51006414633,1,UNIHAKKA,company-B
31813,X51006414633,1,INTERNATIONAL,company-I
31814,X51006414633,1,SDN,company-I
31815,X51006414633,1,BHD,company-I
31816,X51006414633,2,16,date-I
31817,X51006414633,2,APR,date-I
31818,X51006414633,2,2018,date-I
31819,X51006414633,2,18:23,O
31820,X51006414633,3,(867388-U),O
31821,X51006414633,4,"12,",address-B
31822,X51006414633,4,JALAN,address-I
31823,X51006414633,4,TAMPOI,address-I
31824,X51006414633,4,"7/4,KAWASAN",address-I
31825,X51006414633,4,PERINDUSTRIAN,address-I
31826,X51006414633,5,"TAMPOI,81200",address-I
31827,X51006414633,5,JOHOR,address-I
31828,X51006414633,5,"BAHRU,JOHOR",address-I
31829,X51006414633,6,TAXINVOICE,O
31830,X51006414633,7,INVOICE,O
31831,X51006414633,7,#,O
31832,X51006414633,7,:,O
31833,X51006414633,7,OR18041602170486,O
31834,X51006414633,8,ITEM,O
31835,X51006414633,9,QTY,O
31836,X51006414633,10,TOTAL,O
31837,X51006414633,11,SR,O
31838,X51006414633,11,I00100000035-,O
31839,X51006414633,11,1,O
31840,X51006414633,11,MEAT,O
31841,X51006414633,11,+,O
31842,X51006414633,11,3,O
31843,X51006414633,11,VEGE,O
31844,X51006414633,12,$7.10,O
31845,X51006414633,13,1,O
31846,X51006414633,14,$7.10,O
31847,X51006414633,15,SR,O
31848,X51006414633,15,I00100000015-,O
31849,X51006414633,15,VEGETABLE,O
31850,X51006414633,16,$1.10,O
31851,X51006414633,17,1,O
31852,X51006414633,18,$1.10,O
31853,X51006414633,19,TOTAL,O
31854,X51006414633,19,AMOUNT:,O
31855,X51006414633,19,$8.20,total-B
31856,X51006414633,20,GST,O
31857,X51006414633,20,@6%:,O
31858,X51006414633,20,$0.46,O
31859,X51006414633,21,NETT,O
31860,X51006414633,21,TOTAL:,O
31861,X51006414633,21,$8.20,total-B
31862,X51006414633,22,PAYMENT,O
31863,X51006414633,22,MODE,O
31864,X51006414633,23,AMOUNT,O
31865,X51006414633,24,CASH,O
31866,X51006414633,25,$8.20,total-B
31867,X51006414633,26,CHANGE,O
31868,X51006414633,27,$0.00,O
31869,X51006414633,28,GST,O
31870,X51006414633,28,SUMMARY,O
31871,X51006414633,29,AMOUNT($),O
31872,X51006414633,30,TAX($),O
31873,X51006414633,31,SR,O
31874,X51006414633,31,=,O
31875,X51006414633,31,GST,O
31876,X51006414633,31,@6%,O
31877,X51006414633,32,7.74,O
31878,X51006414633,33,0.46,O
31879,X51006414633,34,GST,O
31880,X51006414633,34,REG,O
31881,X51006414633,34,#000656195584,O
31882,X51006414633,35,BAR,O
31883,X51006414633,35,WANG,O
31884,X51006414633,35,RICE@PERMAS,O
31885,X51006414633,35,JAYA,O
31886,X51006414633,36,(PRICE,O
31887,X51006414633,36,INCLUSIVE,O
31888,X51006414633,36,OF,O
31889,X51006414633,36,GST),O
31890,X51006414633,37,THANK,O
31891,X51006414633,37,YOU,O
31892,X51006414633,37,&,O
31893,X51006414633,37,COME,O
31894,X51006414633,37,AGAIN!,O
31895,X51006414633,38,LIKE,O
31896,X51006414633,38,AND,O
31897,X51006414633,38,FOLLOW,O
31898,X51006414633,38,US,O
31899,X51006414633,38,ON,O
31900,X51006414633,38,FACEBOOK!,O
31901,X51006414633,39,FACEBOOK.COM/BARWANGRICE,O
31902,X51006414636,1,SELASIH,company-B
31903,X51006414636,1,EKSLUSIF,company-I
31904,X51006414636,1,SDN,company-I
31905,X51006414636,1,BHD,company-I
31906,X51006414636,1,(524101-D),O
31907,X51006414636,2,DUTY,O
31908,X51006414636,2,FREE,O
31909,X51006414636,2,ZONE,O
31910,X51006414636,2,(JB),O
31911,X51006414636,3,88,address-B
31912,X51006414636,3,JALAN,address-I
31913,X51006414636,3,IBRAHIM,address-I
31914,X51006414636,3,SULTAN,address-I
31915,X51006414636,4,STULANG,address-I
31916,X51006414636,4,LAUT,address-I
31917,X51006414636,5,80300,address-I
31918,X51006414636,5,JOHOR,address-I
31919,X51006414636,5,BAHRU,address-I
31920,X51006414636,6,TEL:,O
31921,X51006414636,7,GST,O
31922,X51006414636,7,ID:,O
31923,X51006414636,7,000752517120,O
31924,X51006414636,8,TAX,O
31925,X51006414636,8,INVOICE,O
31926,X51006414636,9,INV#:,O
31927,X51006414636,10,STAFF:,O
31928,X51006414636,10,SJ10263,O
31929,X51006414636,11,TRANS:,O
31930,X51006414636,12,89282,O
31931,X51006414636,13,DATE:,O
31932,X51006414636,14,DESCRIPTION,O
31933,X51006414636,15,AMOUNT,O
31934,X51006414636,16,X000001720,O
31935,X51006414636,16,L01,O
31936,X51006414636,17,WINSTON,O
31937,X51006414636,17,ROUND,O
31938,X51006414636,18,3,O
31939,X51006414636,18,SIO,O
31940,X51006414636,18,@,O
31941,X51006414636,18,90.00,O
31942,X51006414636,19,270.00,total-B
31943,X51006414636,19,SR,O
31944,X51006414636,20,TOTAL,O
31945,X51006414636,20,RM,O
31946,X51006414636,21,270.00,total-B
31947,X51006414636,22,CASH,O
31948,X51006414636,23,-300.00,O
31949,X51006414636,24,CHANGE,O
31950,X51006414636,24,IN,O
31951,X51006414636,24,RM,O
31952,X51006414636,25,30.00,O
31953,X51006414636,26,NO.,O
31954,X51006414636,26,OF,O
31955,X51006414636,26,QTY:,O
31956,X51006414636,27,3,O
31957,X51006414636,28,GST%,O
31958,X51006414636,29,NET.AMT,O
31959,X51006414636,30,GST,O
31960,X51006414636,31,AMOUNT,O
31961,X51006414636,32,SR,O
31962,X51006414636,33,6,O
31963,X51006414636,34,254.72,O
31964,X51006414636,35,15.28,O
31965,X51006414636,36,270.00,total-B
31966,X51006414636,37,ELIGIBLE,O
31967,X51006414636,37,PWP,O
31968,X51006414636,37,AMOUNT,O
31969,X51006414636,37,IS,O
31970,X51006414636,37,:,O
31971,X51006414636,37,270,O
31972,X51006414636,38,GOODS,O
31973,X51006414636,38,SOLD,O
31974,X51006414636,38,ARE,O
31975,X51006414636,38,NOT,O
31976,X51006414636,38,REFUNDABLE,O
31977,X51006414636,39,THANK,O
31978,X51006414636,39,YOU,O
31979,X51006414636,40,07-2212888,O
31980,X51006414636,41,FAX:,O
31981,X51006414636,42,07-2216888,O
31982,X51006414636,43,J100086182-0000000J10000087385,O
31983,X51006414636,44,6/4/2018,date-B
31984,X51006414636,44,19:34,O
31985,X51006414638,1,PASAR,company-B
31986,X51006414638,1,MINI,company-I
31987,X51006414638,1,JIN,company-I
31988,X51006414638,1,SENG,company-I
31989,X51006414638,2,"379,",address-I
31990,X51006414638,2,JALAN,address-I
31991,X51006414638,2,"SATU,",address-I
31992,X51006414638,3,BANDAR,address-I
31993,X51006414638,3,BARU,address-I
31994,X51006414638,3,JAYA,address-I
31995,X51006414638,4,81750,address-I
31996,X51006414638,4,"PLENTONG,",address-I
31997,X51006414638,4,JOHOR.,address-I
31998,X51006414638,5,TEL,O
31999,X51006414638,5,:,O
32000,X51006414638,5,07-3874904,O
32001,X51006414638,6,(CO.,O
32002,X51006414638,6,NO.,O
32003,X51006414638,6,JM0195368-D),O
32004,X51006414638,7,(GST,O
32005,X51006414638,7,NO.,O
32006,X51006414638,7,000150511616),O
32007,X51006414638,8,TAXINV:003-1565495,O
32008,X51006414638,9,15/04/18,date-B
32009,X51006414638,10,CASHIER,O
32010,X51006414638,10,:,O
32011,X51006414638,10,CASHIER3,O
32012,X51006414638,11,1,O
32013,X51006414638,12,SEAFOOD,O
32014,X51006414638,13,23.40,O
32015,X51006414638,13,ZRL,O
32016,X51006414638,14,1,O
32017,X51006414638,15,KENKO,O
32018,X51006414638,15,BEBOLA,O
32019,X51006414638,15,IKAN,O
32020,X51006414638,15,200G,O
32021,X51006414638,16,1,O
32022,X51006414638,17,SILKEN,O
32023,X51006414638,17,TOFU,O
32024,X51006414638,17,300G,O
32025,X51006414638,18,1.10,O
32026,X51006414638,19,1,O
32027,X51006414638,20,VEGETABLES,O
32028,X51006414638,21,1.80,O
32029,X51006414638,21,ZRL,O
32030,X51006414638,22,1,O
32031,X51006414638,23,VEGETABLES,O
32032,X51006414638,24,5.50,O
32033,X51006414638,24,ZRL,O
32034,X51006414638,25,1,O
32035,X51006414638,26,VEGETABLES,O
32036,X51006414638,27,1.30,O
32037,X51006414638,27,ZRL,O
32038,X51006414638,28,1,O
32039,X51006414638,29,VEGETABLES,O
32040,X51006414638,30,2.20,O
32041,X51006414638,30,ZRL,O
32042,X51006414638,31,1,O
32043,X51006414638,32,MAS,O
32044,X51006414638,32,GOOD,O
32045,X51006414638,32,MELAKA,O
32046,X51006414638,32,NOODLES,O
32047,X51006414638,33,1,O
32048,X51006414638,34,VEGETABLES,O
32049,X51006414638,35,4.00,O
32050,X51006414638,35,ZRL,O
32051,X51006414638,36,ITEM,O
32052,X51006414638,36,COUNT,O
32053,X51006414638,37,9,O
32054,X51006414638,38,SUBTOTAL:,O
32055,X51006414638,39,44.90,total-B
32056,X51006414638,40,TL:RM,O
32057,X51006414638,41,44.90,total-B
32058,X51006414638,42,6%,O
32059,X51006414638,42,GST,O
32060,X51006414638,43,0.38,O
32061,X51006414638,44,PAYMENT,O
32062,X51006414638,44,DETAILS,O
32063,X51006414638,45,CASH,O
32064,X51006414638,46,CASH,O
32065,X51006414638,46,CHANGE,O
32066,X51006414638,47,100.00,O
32067,X51006414638,48,55.10,O
32068,X51006414638,49,15/04/18,date-B
32069,X51006414638,49,08:53,O
32070,X51006414638,49,#003-1565495#,O
32071,X51006414638,50,CASHIER3,O
32072,X51006414638,51,GST,O
32073,X51006414638,51,SUMMARY,O
32074,X51006414638,52,AMOUNT(RM),O
32075,X51006414638,53,TAX(RM),O
32076,X51006414638,54,SR,O
32077,X51006414638,55,(@6%),O
32078,X51006414638,56,6.70,O
32079,X51006414638,57,0.38,O
32080,X51006414638,58,ZRL,O
32081,X51006414638,59,(@0%),O
32082,X51006414638,60,38.20,O
32083,X51006414638,61,0.00,O
32084,X51006414638,62,THANK,O
32085,X51006414638,62,YOU,O
32086,X51006414638,63,PLEASE,O
32087,X51006414638,63,COME,O
32088,X51006414638,63,AGAIN,O
32089,X51006414638,64,GOODS,O
32090,X51006414638,64,SOLD,O
32091,X51006414638,64,ARE,O
32092,X51006414638,64,NOT,O
32093,X51006414638,64,REFUNDABLE,O
32094,X51006414638,65,2.40,O
32095,X51006414638,66,SR,O
32096,X51006414638,67,SR,O
32097,X51006414638,68,3.20,O
32098,X51006414638,69,SR,O
32099,X51006414638,70,***,O
32100,X51006414671,1,UNIHAKKA,company-B
32101,X51006414671,1,INTERNATIONAL,company-I
32102,X51006414671,1,SDN,company-I
32103,X51006414671,1,BHD,company-I
32104,X51006414671,2,19,date-I
