,sentence_id,tokens,labels,ner_tags
23860,23860,['$6.00'],['O'],[0]
23861,23861,['1'],['O'],[0]
23862,23862,['$6.00'],['O'],[0]
23863,23863,"['SR', 'I00100000170-', 'IMPORTED', 'VEGGIES']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
23864,23864,['$1.60'],['O'],[0]
23865,23865,['1'],['O'],[0]
23866,23866,['$1.60'],['O'],[0]
23867,23867,"['SR', 'I00100000169-', 'VEGGIES']","['O', 'O', 'O']","[0, 0, 0]"
23868,23868,"['14', 'APR', '2018', '18:11']","['B-date', 'I-date', 'I-date', 'O']","[5, 6, 6, 0]"
23869,23869,['$1.30'],['O'],[0]
23870,23870,['1'],['O'],[0]
23871,23871,['$1.30'],['O'],[0]
23872,23872,"['TOTAL', 'AMOUNT:', '$8.90']","['O', 'O', 'B-total']","[0, 0, 7]"
23873,23873,"['GST', '@6%:', '$0.50']","['O', 'O', 'O']","[0, 0, 0]"
23874,23874,"['NETT', 'TOTAL:', '$8.90']","['O', 'O', 'O']","[0, 0, 0]"
23875,23875,"['PAYMENT', 'MODE']","['O', 'O']","[0, 0]"
23876,23876,['CASH'],['O'],[0]
23877,23877,['$8.90'],['O'],[0]
23878,23878,['CHANGE'],['O'],[0]
23879,23879,['(867388-U)'],['O'],[0]
23880,23880,['$0.00'],['O'],[0]
23881,23881,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
23882,23882,['AMOUNT($)'],['O'],[0]
23883,23883,['TAX($)'],['O'],[0]
23884,23884,"['SR', '=', 'GST', '@6%']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
23885,23885,['8.40'],['O'],[0]
23886,23886,['0.50'],['O'],[0]
23887,23887,"['GST', 'REG', '#000656195584']","['O', 'O', 'O']","[0, 0, 0]"
23888,23888,"['BAR', 'WANG', 'RICE@PERMAS', 'JAYA']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
23889,23889,"['(PRICE', 'INCLUSIVE', 'OF', 'GST)']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
23890,23890,"['12,', 'JALAN', 'TAMPOI', '7/4,KAWASAN', 'PERINDUSTRIAN']","['B-address', 'I-address', 'I-address', 'I-address', 'I-address']","[3, 4, 4, 4, 4]"
23891,23891,"['THANK', 'YOU', '&', 'COME', 'AGAIN!']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
23892,23892,"['LIKE', 'AND', 'FOLLOW', 'US', 'ON', 'FACEBOOK!']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
23893,23893,['FACEBOOK.COM/BARWANGRICE'],['O'],[0]
23894,23894,['AMOUNT'],['O'],[0]
23895,23895,"['TAMPOI,81200', 'JOHOR', 'BAHRU,JOHOR']","['I-address', 'I-address', 'I-address']","[4, 4, 4]"
23896,23896,['TAXINVOICE'],['O'],[0]
23897,23897,"['INVOICE', '#', ':', 'OR18041402160201']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
23898,23898,['ITEM'],['O'],[0]
23899,23899,['QTY'],['O'],[0]
23900,23900,"['LAVENDER', 'CONFECTIONERY', '&', 'BAKERY', 'S/B']","['B-company', 'I-company', 'I-company', 'I-company', 'I-company']","[1, 2, 2, 2, 2]"
23901,23901,['B999215'],['O'],[0]
23902,23902,['QTY'],['O'],[0]
23903,23903,['DESCRIPTIONS'],['O'],[0]
23904,23904,['AMOUNT'],['O'],[0]
23905,23905,['1'],['O'],[0]
23906,23906,"['EUROPEAN', 'WALNUT']","['O', 'O']","[0, 0]"
23907,23907,"['6.50', 'T']","['O', 'O']","[0, 0]"
23908,23908,['1'],['O'],[0]
23909,23909,"['ORANGE', 'PEEL', 'CHOCOLATE']","['O', 'O', 'O']","[0, 0, 0]"
23910,23910,"['5.80', 'T']","['O', 'O']","[0, 0]"
23911,23911,"['COMPANY', 'NO:', '499702-V']","['O', 'O', 'O']","[0, 0, 0]"
23912,23912,['2'],['O'],[0]
23913,23913,['TOTAL'],['O'],[0]
23914,23914,['12.30'],['B-total'],[7]
23915,23915,['CASH'],['O'],[0]
23916,23916,['20.00'],['O'],[0]
23917,23917,['CHANGE'],['O'],[0]
23918,23918,['7.70'],['O'],[0]
23919,23919,"['INCL.', '6%', 'GST']","['O', 'O', 'O']","[0, 0, 0]"
23920,23920,['0.70'],['O'],[0]
23921,23921,"['PRICES', 'INCLUSIVE', '6%', 'GST']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
23922,23922,"['LOT', 'G29', '&', 'G30,', 'AEON', 'MALL', 'TEBRAU', 'CITY,']","['B-address', 'I-address', 'I-address', 'I-address', 'I-address', 'I-address', 'I-address', 'I-address']","[3, 4, 4, 4, 4, 4, 4, 4]"
23923,23923,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
23924,23924,['AMOUNT'],['O'],[0]
23925,23925,['TAX'],['O'],[0]
23926,23926,"['T:', 'GST']","['O', 'O']","[0, 0]"
23927,23927,['11.60'],['O'],[0]
23928,23928,['0.70'],['O'],[0]
23929,23929,"['Z:', 'ZERO', 'RATED']","['O', 'O', 'O']","[0, 0, 0]"
23930,23930,['0.00'],['O'],[0]
23931,23931,['0.00'],['O'],[0]
23932,23932,['SIGN:'],['O'],[0]
23933,23933,"['NO.', '1,', 'JALAN']","['I-address', 'I-address', 'I-address']","[4, 4, 4]"
23934,23934,['WWW.LAVENDER.COM.MY'],['O'],[0]
23935,23935,"['THANK', 'YOU.']","['O', 'O']","[0, 0]"
23936,23936,"['1.', 'ALL', 'SALES', 'ARE', 'FINAL.', 'GOODS', 'SOLD']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]"
23937,23937,"['ARE', 'NOT', 'REFUNDABLE', 'NOR', 'EXCHANGEABLE.']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
23938,23938,"['2.', 'OUR', 'PRODUCTS', 'CONTAIN', 'NO', 'ADDED']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
23939,23939,"['PRESERVATIVES,', 'PLEASE', 'CONSUME', 'WITHIN']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
23940,23940,"['A', 'DAY', 'OR', 'KEEP', 'ACCORDING', 'TO']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
23941,23941,"['RECOMMENDATIONS', 'ON', 'PACKAGING.']","['O', 'O', 'O']","[0, 0, 0]"
23942,23942,"['3.', 'FOR', 'FEEDBACK,', 'PLEASE', 'RETAIN', 'THIS']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
23943,23943,"['TAX', 'INVOICE,', 'SEEK', 'STORE', 'MANAGER']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
23944,23944,"['TAMAN', '81100', 'JOHOR', 'BAHRU.']","['I-address', 'I-address', 'I-address', 'I-address']","[4, 4, 4, 4]"
23945,23945,"['ASSISTANCE', 'OR', 'DROP', 'US', 'AN', 'EMAIL.']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
23946,23946,"['4.', 'TAX', 'INVOICE', 'CAN', 'ONLY', 'BE', 'ISSUED']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]"
23947,23947,"['ON', 'THE', 'PURCHASE', 'DATE,', 'AMENDMENT', 'IS']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
23948,23948,"['NOT', 'ALLOWED', 'ONCE', 'ISSUED.']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
23949,23949,"['CSH:C1337', 'LEE', 'FING', 'TING']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
23950,23950,"['POS:TC12', 'SHF:201804141']","['O', 'O']","[0, 0]"
23951,23951,['LAVENDER'],['I-company'],[2]
23952,23952,"['TEL', ':', '07-364', '3785']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
23953,23953,"['GST', 'ID', 'NO:', '001872379904']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
23954,23954,"['TAX', 'INVOICE']","['O', 'O']","[0, 0]"
23955,23955,"['14/04/2018', '16:14']","['B-date', 'O']","[5, 0]"
23956,23956,"['AEON', 'CO.', '(M)', 'BHD', '(126926-H)']","['B-company', 'I-company', 'I-company', 'I-company', 'O']","[1, 2, 2, 2, 0]"
23957,23957,['10.35SR'],['O'],[0]
23958,23958,"['MAMEE', 'MONSTER', '@3.45']","['O', 'O', 'O']","[0, 0, 0]"
23959,23959,"['ITEM', 'PROMO', '@2.89']","['O', 'O', 'O']","[0, 0, 0]"
23960,23960,['-1.68'],['O'],[0]
23961,23961,"['3X', '000007533693']","['O', 'O']","[0, 0]"
23962,23962,['32.70SR'],['O'],[0]
23963,23963,"['CL', 'FROZEN', 'EDAMA', '@', '10.90']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
23964,23964,"['1X', '000003610237']","['O', 'O']","[0, 0]"
23965,23965,"['YAKULT', 'ACE', 'LIG']","['O', 'O', 'O']","[0, 0, 0]"
23966,23966,"['2X', '000001888854']","['O', 'O']","[0, 0]"
23967,23967,"['3RD', 'FLR,', 'AEON', 'SC']","['B-address', 'I-address', 'I-address', 'I-address']","[3, 4, 4, 4]"
23968,23968,['0.40SR'],['O'],[0]
23969,23969,"['PLASTICS', 'BAG', '@0.20']","['O', 'O', 'O']","[0, 0, 0]"
23970,23970,['SUB-TOTAL'],['O'],[0]
23971,23971,['50.92'],['O'],[0]
23972,23972,"['TOTAL', 'SALES', 'INCL', 'GST']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
23973,23973,['50.92'],['O'],[0]
23974,23974,"['ROUNDING', 'ADJ']","['O', 'O']","[0, 0]"
23975,23975,['-0.02'],['O'],[0]
23976,23976,"['TOTAL', 'AFTER', 'ADJ', 'INCL', 'GST']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
23977,23977,['50.90'],['B-total'],[7]
23978,23978,"['JLN', 'JEJAKA,']","['I-address', 'I-address']","[4, 4]"
23979,23979,['VISA'],['O'],[0]
23980,23980,['50.90'],['O'],[0]
23981,23981,"['ACC', 'NO.:', '428332******1296']","['O', 'O', 'O']","[0, 0, 0]"
23982,23982,"['ITEM', 'COUNT', '9']","['O', 'O', 'O']","[0, 0, 0]"
23983,23983,"['CHANGE', 'AMT']","['O', 'O']","[0, 0]"
23984,23984,['0.00'],['O'],[0]
23985,23985,"['INVOICE', 'NO:', '2018041410130120300']","['O', 'O', 'O']","[0, 0, 0]"
23986,23986,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
23987,23987,['AMOUNT'],['O'],[0]
23988,23988,['TAX'],['O'],[0]
23989,23989,"['CHERAS,', '55100', 'KUALA', 'LUMPUR']","['I-address', 'I-address', 'I-address', 'I-address']","[4, 4, 4, 4]"
23990,23990,"['SR', '@', '6%']","['O', 'O', 'O']","[0, 0, 0]"
23991,23991,['48.04'],['O'],[0]
23992,23992,['2.88'],['O'],[0]
23993,23993,['TOTAL'],['O'],[0]
23994,23994,['48.04'],['O'],[0]
23995,23995,['2.88'],['O'],[0]
23996,23996,"['14/04/2018', '18:30']","['B-date', 'O']","[5, 0]"
23997,23997,"['1013', '012', '0120300']","['O', 'O', 'O']","[0, 0, 0]"
23998,23998,"['0253082', 'SUBAIDAH', 'BINTI', 'ABAS']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
23999,23999,"['TEBRAU', 'CITY']","['O', 'O']","[0, 0]"
24000,24000,"['GST', 'ID', ':', '002017394688']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
24001,24001,"['TEL', '1-300-80-AEON', '(2366)']","['O', 'O', 'O']","[0, 0, 0]"
24002,24002,"['THANK', 'YOU', 'FOR', 'YOUR', 'PATRONAGE']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
24003,24003,"['PLEASE', 'COME', 'AGAIN']","['O', 'O', 'O']","[0, 0, 0]"
24004,24004,['9.15SR'],['O'],[0]
24005,24005,"['SHOPPING', 'HOURS']","['O', 'O']","[0, 0]"
24006,24006,"['SUN-THU:1000', '-', '2200', 'HRS', 'HRS']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
24007,24007,"['FRI-SAT:1000', '-', '2300', 'HRS', 'HRS']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
24008,24008,"['3X', '000001032177']","['O', 'O']","[0, 0]"
24009,24009,"['UNIHAKKA', 'INTERNATIONAL', 'SDN', 'BHD']","['B-company', 'I-company', 'I-company', 'I-company']","[1, 2, 2, 2]"
24010,24010,['TOTAL'],['O'],[0]
24011,24011,"['SR', 'I00100000031-', '3', 'VEGE']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
24012,24012,['$4.40'],['O'],[0]
24013,24013,['1'],['O'],[0]
24014,24014,['$4.40'],['O'],[0]
24015,24015,"['SR', 'I00100000064-ADD', 'VEGETABLE']","['O', 'O', 'O']","[0, 0, 0]"
24016,24016,['$0.60'],['O'],[0]
24017,24017,['1'],['O'],[0]
24018,24018,['$0.60'],['O'],[0]
24019,24019,"['SR', 'I00100000065-ADD', 'MEATS']","['O', 'O', 'O']","[0, 0, 0]"
24020,24020,"['18', 'APR', '2018', '18:34']","['B-date', 'I-date', 'I-date', 'O']","[5, 6, 6, 0]"
24021,24021,['$0.90'],['O'],[0]
24022,24022,['1'],['O'],[0]
24023,24023,['$0.90'],['O'],[0]
24024,24024,"['SR', 'I00100000015-', 'VEGETABLE']","['O', 'O', 'O']","[0, 0, 0]"
24025,24025,['$1.10'],['O'],[0]
24026,24026,['1'],['O'],[0]
24027,24027,['$1.10'],['O'],[0]
24028,24028,"['TOTAL', 'AMOUNT:', '$7.00']","['O', 'O', 'B-total']","[0, 0, 7]"
24029,24029,"['GST', '@6%:', '$0.40']","['O', 'O', 'O']","[0, 0, 0]"
24030,24030,"['NETT', 'TOTAL:', '$7.00']","['O', 'O', 'O']","[0, 0, 0]"
24031,24031,['(867388-U)'],['O'],[0]
24032,24032,"['PAYMENT', 'MODE']","['O', 'O']","[0, 0]"
24033,24033,['AMOUNT'],['O'],[0]
24034,24034,['CASH'],['O'],[0]
24035,24035,['$7.00'],['O'],[0]
24036,24036,['CHANGE'],['O'],[0]
24037,24037,['$0.00'],['O'],[0]
24038,24038,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
24039,24039,['AMOUNT($)'],['O'],[0]
24040,24040,['TAX($)'],['O'],[0]
24041,24041,"['SR', '=', 'GST', '@6%']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
24042,24042,"['12,', 'JALAN', 'TAMPOI', '7/4,KAWASAN', 'PERINDUSTRIAN']","['B-address', 'I-address', 'I-address', 'I-address', 'I-address']","[3, 4, 4, 4, 4]"
24043,24043,['6.60'],['O'],[0]
24044,24044,['0.40'],['O'],[0]
24045,24045,"['GST', 'REG', '#000656195584']","['O', 'O', 'O']","[0, 0, 0]"
24046,24046,"['BAR', 'WANG', 'RICE@PERMAS', 'JAYA']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
24047,24047,"['(PRICE', 'INCLUSIVE', 'OF', 'GST)']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
24048,24048,"['THANK', 'YOU', '&', 'COME', 'AGAIN!']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
24049,24049,"['LIKE', 'AND', 'FOLLOW', 'US', 'ON', 'FACEBOOK!']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
24050,24050,['FACEBOOK.COM/BARWANGRICE'],['O'],[0]
24051,24051,"['TAMPOI,81200', 'JOHOR', 'BAHRU,JOHOR']","['I-address', 'I-address', 'I-address']","[4, 4, 4]"
24052,24052,['TAXINVOICE'],['O'],[0]
24053,24053,"['INVOICE', '#', ':', 'OR18041802170465']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
24054,24054,['ITEM'],['O'],[0]
24055,24055,['QTY'],['O'],[0]
24056,24056,"['UNIHAKKA', 'INTERNATIONAL', 'SDN', 'BHD']","['B-company', 'I-company', 'I-company', 'I-company']","[1, 2, 2, 2]"
24057,24057,['TOTAL'],['O'],[0]
24058,24058,"['SR', 'I00100000035-', '1', 'MEAT', '+', '3', 'VEGE']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]"
24059,24059,['$7.10'],['O'],[0]
24060,24060,['1'],['O'],[0]
24061,24061,['$7.10'],['O'],[0]
24062,24062,"['SR', 'I00100000015-', 'VEGETABLE']","['O', 'O', 'O']","[0, 0, 0]"
24063,24063,['$1.10'],['O'],[0]
24064,24064,['1'],['O'],[0]
24065,24065,['$1.10'],['O'],[0]
24066,24066,"['TOTAL', 'AMOUNT:', '$8.20']","['O', 'O', 'B-total']","[0, 0, 7]"
24067,24067,"['16', 'APR', '2018', '18:23']","['B-date', 'I-date', 'I-date', 'O']","[5, 6, 6, 0]"
24068,24068,"['GST', '@6%:', '$0.46']","['O', 'O', 'O']","[0, 0, 0]"
24069,24069,"['NETT', 'TOTAL:', '$8.20']","['O', 'O', 'O']","[0, 0, 0]"
24070,24070,"['PAYMENT', 'MODE']","['O', 'O']","[0, 0]"
24071,24071,['AMOUNT'],['O'],[0]
24072,24072,['CASH'],['O'],[0]
24073,24073,['$8.20'],['O'],[0]
24074,24074,['CHANGE'],['O'],[0]
24075,24075,['$0.00'],['O'],[0]
24076,24076,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
24077,24077,['AMOUNT($)'],['O'],[0]
24078,24078,['(867388-U)'],['O'],[0]
24079,24079,['TAX($)'],['O'],[0]
24080,24080,"['SR', '=', 'GST', '@6%']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
24081,24081,['7.74'],['O'],[0]
24082,24082,['0.46'],['O'],[0]
24083,24083,"['GST', 'REG', '#000656195584']","['O', 'O', 'O']","[0, 0, 0]"
24084,24084,"['BAR', 'WANG', 'RICE@PERMAS', 'JAYA']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
24085,24085,"['(PRICE', 'INCLUSIVE', 'OF', 'GST)']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
24086,24086,"['THANK', 'YOU', '&', 'COME', 'AGAIN!']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
24087,24087,"['LIKE', 'AND', 'FOLLOW', 'US', 'ON', 'FACEBOOK!']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
24088,24088,['FACEBOOK.COM/BARWANGRICE'],['O'],[0]
24089,24089,"['12,', 'JALAN', 'TAMPOI', '7/4,KAWASAN', 'PERINDUSTRIAN']","['B-address', 'I-address', 'I-address', 'I-address', 'I-address']","[3, 4, 4, 4, 4]"
24090,24090,"['TAMPOI,81200', 'JOHOR', 'BAHRU,JOHOR']","['I-address', 'I-address', 'I-address']","[4, 4, 4]"
24091,24091,['TAXINVOICE'],['O'],[0]
24092,24092,"['INVOICE', '#', ':', 'OR18041602170486']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
24093,24093,['ITEM'],['O'],[0]
24094,24094,['QTY'],['O'],[0]
24095,24095,"['SELASIH', 'EKSLUSIF', 'SDN', 'BHD', '(524101-D)']","['B-company', 'I-company', 'I-company', 'I-company', 'O']","[1, 2, 2, 2, 0]"
24096,24096,"['STAFF:', 'SJ10263']","['O', 'O']","[0, 0]"
24097,24097,['TRANS:'],['O'],[0]
24098,24098,['89282'],['O'],[0]
24099,24099,['DATE:'],['O'],[0]
24100,24100,['DESCRIPTION'],['O'],[0]
24101,24101,['AMOUNT'],['O'],[0]
24102,24102,"['X000001720', 'L01']","['O', 'O']","[0, 0]"
24103,24103,"['WINSTON', 'ROUND']","['O', 'O']","[0, 0]"
24104,24104,"['3', 'SIO', '@', '90.00']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
24105,24105,"['270.00', 'SR']","['B-total', 'O']","[7, 0]"
24106,24106,"['DUTY', 'FREE', 'ZONE', '(JB)']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
24107,24107,"['TOTAL', 'RM']","['O', 'O']","[0, 0]"
24108,24108,['270.00'],['O'],[0]
24109,24109,['CASH'],['O'],[0]
24110,24110,['-300.00'],['O'],[0]
24111,24111,"['CHANGE', 'IN', 'RM']","['O', 'O', 'O']","[0, 0, 0]"
24112,24112,['30.00'],['O'],[0]
24113,24113,"['NO.', 'OF', 'QTY:']","['O', 'O', 'O']","[0, 0, 0]"
24114,24114,['3'],['O'],[0]
24115,24115,['GST%'],['O'],[0]
24116,24116,['NET.AMT'],['O'],[0]
24117,24117,"['88', 'JALAN', 'IBRAHIM', 'SULTAN']","['B-address', 'I-address', 'I-address', 'I-address']","[3, 4, 4, 4]"
24118,24118,['GST'],['O'],[0]
24119,24119,['AMOUNT'],['O'],[0]
24120,24120,['SR'],['O'],[0]
24121,24121,['6'],['O'],[0]
24122,24122,['254.72'],['O'],[0]
24123,24123,['15.28'],['O'],[0]
24124,24124,['270.00'],['O'],[0]
24125,24125,"['ELIGIBLE', 'PWP', 'AMOUNT', 'IS', ':', '270']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
24126,24126,"['GOODS', 'SOLD', 'ARE', 'NOT', 'REFUNDABLE']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
24127,24127,"['THANK', 'YOU']","['O', 'O']","[0, 0]"
24128,24128,"['STULANG', 'LAUT']","['I-address', 'I-address']","[4, 4]"
24129,24129,['07-2212888'],['O'],[0]
24130,24130,['FAX:'],['O'],[0]
24131,24131,['07-2216888'],['O'],[0]
24132,24132,['J100086182-0000000J10000087385'],['O'],[0]
24133,24133,"['6/4/2018', '19:34']","['B-date', 'O']","[5, 0]"
24134,24134,"['80300', 'JOHOR', 'BAHRU']","['I-address', 'I-address', 'I-address']","[4, 4, 4]"
24135,24135,['TEL:'],['O'],[0]
24136,24136,"['GST', 'ID:', '000752517120']","['O', 'O', 'O']","[0, 0, 0]"
24137,24137,"['TAX', 'INVOICE']","['O', 'O']","[0, 0]"
24138,24138,['INV#:'],['O'],[0]
24139,24139,"['PASAR', 'MINI', 'JIN', 'SENG']","['B-company', 'I-company', 'I-company', 'I-company']","[1, 2, 2, 2]"
24140,24140,"['CASHIER', ':', 'CASHIER3']","['O', 'O', 'O']","[0, 0, 0]"
24141,24141,['1'],['O'],[0]
24142,24142,['SEAFOOD'],['O'],[0]
24143,24143,"['23.40', 'ZRL']","['O', 'O']","[0, 0]"
24144,24144,['1'],['O'],[0]
24145,24145,"['KENKO', 'BEBOLA', 'IKAN', '200G']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
24146,24146,['1'],['O'],[0]
24147,24147,"['SILKEN', 'TOFU', '300G']","['O', 'O', 'O']","[0, 0, 0]"
24148,24148,['1.10'],['O'],[0]
24149,24149,['1'],['O'],[0]
24150,24150,"['379,', 'JALAN', 'SATU,']","['B-address', 'I-address', 'I-address']","[3, 4, 4]"
24151,24151,['VEGETABLES'],['O'],[0]
24152,24152,"['1.80', 'ZRL']","['O', 'O']","[0, 0]"
24153,24153,['1'],['O'],[0]
24154,24154,['VEGETABLES'],['O'],[0]
24155,24155,"['5.50', 'ZRL']","['O', 'O']","[0, 0]"
24156,24156,['1'],['O'],[0]
24157,24157,['VEGETABLES'],['O'],[0]
24158,24158,"['1.30', 'ZRL']","['O', 'O']","[0, 0]"
24159,24159,['1'],['O'],[0]
24160,24160,['VEGETABLES'],['O'],[0]
24161,24161,"['BANDAR', 'BARU', 'JAYA']","['I-address', 'I-address', 'I-address']","[4, 4, 4]"
24162,24162,"['2.20', 'ZRL']","['O', 'O']","[0, 0]"
24163,24163,['1'],['O'],[0]
24164,24164,"['MAS', 'GOOD', 'MELAKA', 'NOODLES']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
24165,24165,['1'],['O'],[0]
24166,24166,['VEGETABLES'],['O'],[0]
24167,24167,"['4.00', 'ZRL']","['O', 'O']","[0, 0]"
24168,24168,"['ITEM', 'COUNT']","['O', 'O']","[0, 0]"
24169,24169,['9'],['O'],[0]
24170,24170,['SUBTOTAL:'],['O'],[0]
24171,24171,['44.90'],['B-total'],[7]
24172,24172,"['81750', 'PLENTONG,', 'JOHOR.']","['I-address', 'I-address', 'I-address']","[4, 4, 4]"
24173,24173,['TL:RM'],['O'],[0]
24174,24174,['44.90'],['O'],[0]
24175,24175,"['6%', 'GST']","['O', 'O']","[0, 0]"
24176,24176,['0.38'],['O'],[0]
24177,24177,"['PAYMENT', 'DETAILS']","['O', 'O']","[0, 0]"
24178,24178,['CASH'],['O'],[0]
24179,24179,"['CASH', 'CHANGE']","['O', 'O']","[0, 0]"
24180,24180,['100.00'],['O'],[0]
24181,24181,['55.10'],['O'],[0]
24182,24182,"['08:53', '#003-1565495#']","['O', 'O']","[0, 0]"
24183,24183,"['TEL', ':', '07-3874904']","['O', 'O', 'O']","[0, 0, 0]"
24184,24184,['CASHIER3'],['O'],[0]
24185,24185,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
24186,24186,['AMOUNT(RM)'],['O'],[0]
24187,24187,['TAX(RM)'],['O'],[0]
24188,24188,['SR'],['O'],[0]
24189,24189,['(@6%)'],['O'],[0]
24190,24190,['6.70'],['O'],[0]
24191,24191,['0.38'],['O'],[0]
24192,24192,['ZRL'],['O'],[0]
24193,24193,['(@0%)'],['O'],[0]
24194,24194,"['(CO.', 'NO.', 'JM0195368-D)']","['O', 'O', 'O']","[0, 0, 0]"
24195,24195,['38.20'],['O'],[0]
24196,24196,['0.00'],['O'],[0]
24197,24197,"['THANK', 'YOU']","['O', 'O']","[0, 0]"
24198,24198,"['PLEASE', 'COME', 'AGAIN']","['O', 'O', 'O']","[0, 0, 0]"
24199,24199,"['GOODS', 'SOLD', 'ARE', 'NOT', 'REFUNDABLE']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
24200,24200,['2.40'],['O'],[0]
24201,24201,['SR'],['O'],[0]
24202,24202,['SR'],['O'],[0]
24203,24203,['3.20'],['O'],[0]
24204,24204,['SR'],['O'],[0]
24205,24205,"['(GST', 'NO.', '000150511616)']","['O', 'O', 'O']","[0, 0, 0]"
24206,24206,['***'],['O'],[0]
24207,24207,['TAXINV:003-1565495'],['O'],[0]
24208,24208,['15/04/18'],['B-date'],[5]
24209,24209,"['UNIHAKKA', 'INTERNATIONAL', 'SDN', 'BHD']","['B-company', 'I-company', 'I-company', 'I-company']","[1, 2, 2, 2]"
24210,24210,['TOTAL'],['O'],[0]
24211,24211,"['SR', 'I00100000030-', '2', 'VEGE']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
24212,24212,['$3.30'],['O'],[0]
24213,24213,['1'],['O'],[0]
24214,24214,['$3.30'],['O'],[0]
24215,24215,"['SR', 'I00100000169-', 'VEGGIES']","['O', 'O', 'O']","[0, 0, 0]"
24216,24216,['$1.30'],['O'],[0]
24217,24217,['1'],['O'],[0]
24218,24218,['$1.30'],['O'],[0]
24219,24219,"['SR', 'I00100000170-', 'IMPORTED', 'VEGGIES']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
24220,24220,"['19', 'APR', '2018', '18:22']","['B-date', 'I-date', 'I-date', 'O']","[5, 6, 6, 0]"
24221,24221,['$1.60'],['O'],[0]
24222,24222,['1'],['O'],[0]
24223,24223,['$1.60'],['O'],[0]
