,text_lines,doc_id,line_id
15772,"Total 9% supplies: 19.83
",X51006556738,28
15773,"DELICIA-B/SCOTCH 3.72 ei OO Zz 7.44
",X51006556738,29
15774,"CR~B' SCOTCH ; 0.0). 38 7.20
",X51006556738,30
15775,"BUN-SBILIS QQ: 46 8.40
",X51006556738,31
15776,"KAYA-PANDN . ® @ 3 7.20
",X51006556738,32
15777,"Total 6% supplies (excl. GST): 30.24
",X51006556738,33
15778,"(ST: 1.81
",X51006556738,34
15779,"
",X51006556738,35
15780,"Total 6% supplies (Inc. GST): 32.05
",X51006556738,36
15781,"Total Q% supplies: 19.8
",X51006556738,37
15782,"
",X51006556738,38
15783,"Total Payable: - 5143
",X51006556738,39
15784,"E£.&.0.E. cae
",X51006556738,40
15785,"
",X51006556738,41
15786,"Received above goods in good order condition.
",X51006556738,42
15787,"The recipient of Gardenia’s products is
",X51006556738,43
15788,"required to make necessary adjustments to its
",X51006556738,44
15789,"input tax claims, on the basic of the
",X51006556738,45
15790,"adjustments shown in this Tax Invoice /
",X51006556738,46
15791,"Adjustinent Note __
",X51006556738,47
15792,"CUSTOMER'S COPY
",X51006556738,48
15793,"
",X51006556738,49
15794,"pclae ee,
",X51006556738,50
15795,"
",X51006556738,51
15796," 
",X51006556738,52
15797,,X51006556738,53
15798,"a
",X51006556815,1
15799,"
",X51006556815,2
15800,"oe necaren
",X51006556815,3
15801,"
",X51006556815,4
15802,"GARDEN} A BAKERIES (RI )SDN BILD (139386 X)
",X51006556815,5
15803,"Lot 3, Jalan Pelabur 23/1,
",X51006556815,6
15804,"40300 Shah Alam, Selangor.
",X51006556815,7
15805,"Tel: 03. 55423228 Fax:03- 55423213
",X51006556815,8
15806,"GST UD: 000381399040
",X51006556815,9
15807,"
",X51006556815,10
15808,"TAK INVOICE / ADJUSTMENT NOTE
",X51006556815,11
15809,"
",X51006556815,12
15810,"Cash Inv No.: 7905F723
",X51006556815,13
15811,"
",X51006556815,14
15812,"VEOS 14 Date: 65/09/2617
",X51006556815,15
15813,"
",X51006556815,16
15814,"HAKASSAR FRESH MARKET SON BHO
",X51006556815,17
15815,"
",X51006556815,18
15816,"GROUND FLOOR, NO. 4 & 6,
",X51006556815,19
15817,"JALAN SS 15/48,
",X51006556815,20
15818,"
",X51006556815,21
15819,"      
",X51006556815,22
15820,"
",X51006556815,23
15821," 
",X51006556815,24
15822,"
",X51006556815,25
15823,"y AA08 ,
",X51006556815,26
15824,"ption  U. “Amt RM
",X51006556815,27
15825,"O.C. WHITE 2.13 7 @ ¢ 7 i4
",X51006556815,28
15826,"WHOL EMEAL 2.78 4 3 8
",X51006556815,29
15827,"0.C JUMBO 62.97, 2 0 @ 2 5.94
",X51006556815,30
15828,":
",X51006556815,31
15829,"Total Q% supplies: 23.63
",X51006556815,32
15830,"CR-VANILLA 0 o eo 20 14.40
",X51006556815,33
15831,"CR-CORN e+ 20 eo 6 20 14.40
",X51006556815,34
15832,"
",X51006556815,35
15833,"Total 6% supplies (excl. GST): 28.80
",X51006556815,36
15834,"() a
",X51006556815,37
15835,"
",X51006556815,38
15836,"Total 6% supplies (Inc. GST): 30.52
",X51006556815,39
15837,"Total @% supplies: 23.63
",X51006556815,40
15838,"
",X51006556815,41
15839,"Total Payable: 54.15
",X51006556815,42
15840,"
",X51006556815,43
15841," 
",X51006556815,44
15842,"
",X51006556815,45
15843,"1 above goods in good order condition.
",X51006556815,46
15844,"ient of Gardenia’s products is
",X51006556815,47
15845,"
",X51006556815,48
15846,"to make necessary adjustments to its
",X51006556815,49
15847,"input tax claims, on the basic of the
",X51006556815,50
15848,"adjustments shown in this Tax Invoice /
",X51006556815,51
15849,"Adjustnent Note
",X51006556815,52
15850,"
",X51006556815,53
15851,"CUSTOMER'S COPY
",X51006556815,54
15852,"
",X51006556815,55
15853,"The ive
",X51006556815,56
15854,"requur
",X51006556815,57
15855,"
",X51006556815,58
15856,"    
",X51006556815,59
15857,"
",X51006556815,60
15858," 
",X51006556815,61
15859,"
",X51006556815,62
15860," 
",X51006556815,63
15861,"
",X51006556815,64
15862,"ee eee
",X51006556815,65
15863,,X51006556815,66
15864,"GARDENIA BAKERIES (KE) SDN BED (129886 X)
",X51006556818,1
15865,"alan Polabur 23/1,
",X51006556818,2
15866,"4030 Shi. ah Alan, Selangor.
",X51006556818,3
15867,"Tel: 038 423228 banO3- 35423213
",X51006556818,4
15868,"GSE ED 00088 1399040
",X51006556818,5
15869,"
",X51006556818,6
15870,"TAX INVOICE / ADJUSTHENT NOTE
",X51006556818,7
15871,"
",X51006556818,8
15872," 
",X51006556818,9
15873,"
",X51006556818,10
15874," 
",X51006556818,11
15875,"
",X51006556818,12
15876," 
",X51006556818,13
15877,"
",X51006556818,14
15878,"Cash Inv No.: 7983F7 11
",X51006556818,15
15879,"
",X51006556818,16
15880,"ViO5 14 Date: 63/03/2017
",X51006556818,17
15881,"
",X51006556818,18
15882,"MAKASSAR FRESH MARKET SDN BHO
",X51006556818,19
15883,"
",X51006556818,20
15884,"GROUND FLOOR, NO. 4 & 6,
",X51006556818,21
15885,"JALAN SS 15/48,
",X51006556818,22
15886,"
",X51006556818,23
15887,"47500) SUBANG JAYA, SELANGOR
",X51006556818,24
15888,"V0S: Azlan(3737)
",X51006556818,25
15889,"
",X51006556818,26
15890,"11:27
",X51006556818,27
15891,"
",X51006556818,28
15892,"Ant cit
",X51006556818,29
15893,"
",X51006556818,30
15894,"    
",X51006556818,31
15895,"
",X51006556818,32
15896,"O.C. WHITE
",X51006556818,33
15897,"WHOLEMEAL = 2.71 § Qo 5
",X51006556818,34
15898,"6.C JUMBO 2.97 3 0 @ 3
",X51006556818,35
15899,"BONZ SAVER 2.97 3 98 @ 3
",X51006556818,36
15900,"
",X51006556818,37
15901,"Total o% ages
",X51006556818,38
15902,"
",X51006556818,39
15903,"CR-CHOCLT = 0.72 6 6 0
",X51006556818,40
15904,"
",X51006556818,41
15905,"Total 6% supplies (excl. ‘ON
",X51006556818,42
15906,"GST:
",X51006556818,43
15907,"
",X51006556818,44
15908,"Total GX supplies (Inc, GST): 0.00
",X51006556818,45
15909,"
",X51006556818,46
15910,"Total (& supplies: — 29.59
",X51006556818,47
15911,"
",X51006556818,48
15912,"Total Payable: — 29.59
",X51006556818,49
15913,"
",X51006556818,50
15914," 
",X51006556818,51
15915,"
",X51006556818,52
15916,"   
",X51006556818,53
15917,"
",X51006556818,54
15918,"E.&.@.E.
",X51006556818,55
15919,"Received above goods in good order condition.
",X51006556818,56
15920,"The recipient of Gardenia’s products 1s
",X51006556818,57
15921,"required to make necessary adjustments to its
",X51006556818,58
15922,"input tax claims, on the basic of the
",X51006556818,59
15923,"adjustments shown 1 this Tax Invotce /
",X51006556818,60
15924,"Adjustient Note
",X51006556818,61
15925,"
",X51006556818,62
15926,"CUSTOMER'S COPY
",X51006556818,63
15927,"
",X51006556818,64
15928,"   
",X51006556818,65
15929,"
",X51006556818,66
15930," 
",X51006556818,67
15931,,X51006556818,68
15932," 
",X51006556823,1
15933,"
",X51006556823,2
15934,"GARDENIA BAKE! KIES (KL )SDN BIID (139386 X)
",X51006556823,3
15935,"Lot 3, Jalan Pelabur 23/1,
",X51006556823,4
15936,"40300 Shah Alam, Selangor.
",X51006556823,5
15937,"Tel: 03- 55423228 Fax:03- 55423213
",X51006556823,6
15938,"GST LD: 00038 1399040
",X51006556823,7
15939,"
",X51006556823,8
15940,"TAX INVOICE / ADJUSTMENT NOTE
",X51006556823,9
15941,"Cash Inv No. 7930F713
",X51006556823,10
15942,"
",X51006556823,11
15943,"VEOS 14 Date: 30/09/2017
",X51006556823,12
15944,"
",X51006556823,13
15945,"MAKASSAR FRESH MARKET SON BHD
",X51006556823,14
15946,"
",X51006556823,15
15947,"GROUND FLOOR, NO. 4 & 6,
",X51006556823,16
15948,"JALAN SS 15/46,
",X51006556823,17
15949,"47500 SUBANG JAYA, SELANGOR
",X51006556823,18
15950,"
",X51006556823,19
15951," 
",X51006556823,20
15952,"
",X51006556823,21
15953,"     
",X51006556823,22
15954," 
",X51006556823,23
15955,"
",X51006556823,24
15956," 
",X51006556823,25
15957,"
",X51006556823,26
15958,"VEOS: Ridzuan (11900)
",X51006556823,27
15959,"Ses AOSD
",X51006556823,28
15960,"Descr ton _U.! Pp Iss Exc D rae hatCRM)
",X51006556823,29
15961,"0.C. WHITE B 1 8 @ 10 21.30
",X51006556823,30
15962,"O.C JUMBO 2.97 a 2, “2 398
",X51006556823,31
15963,"] OF 4 .
",X51006556823,32
15964,"
",X51006556823,33
15965,"Total 0% supplies: 15.36
",X51006556823,34
15966,"
",X51006556823,35
15967,"CR-VANILLA 6.72 06 5 @ -5 60
",X51006556823,36
15968,"
",X51006556823,37
15969,"CR-B'SCOTCH 0.72 20 © © 20 — 14.40 —
",X51006556823,38
15970,"
",X51006556823,39
15971,"Total 6% supplies (excl. GST): 10.80
",X51006556823,40
15972,"(st: 0.64
",X51006556823,41
15973,"
",X51006556823,42
15974,"Total 6% supplies (Inc. GST) 11.44
",X51006556823,43
15975,"Total @% supplies, 10.36
",X51006556823,44
15976,"
",X51006556823,45
15977,"Total Payable: 26.80
",X51006556823,46
15978,"
",X51006556823,47
15979,"E.&.0.E.
",X51006556823,48
15980,"
",X51006556823,49
15981,"Received above goods in good order condition.
",X51006556823,50
15982,"The recipient of Gardenia's products is
",X51006556823,51
15983,"required to make necessary adjustments to its
",X51006556823,52
15984,"input tax claims, on the basic of the
",X51006556823,53
15985,"adjustments shown in this Tax Inve.ce /
",X51006556823,54
15986,"Adjustment Note
",X51006556823,55
15987,"
",X51006556823,56
15988,"~~ CUSTOMER'S COPY oi
",X51006556823,57
15989,"7
",X51006556823,58
15990,"
",X51006556823,59
15991," 
",X51006556823,60
15992,,X51006556823,61
15993,"ps
",X51006556824,1
15994,"
",X51006556824,2
15995,"GARDENIA BAKERIES (KL) SDN BHD (139386 X)
",X51006556824,3
15996,"Lot 3, Jalan Pelabur 23/1,
",X51006556824,4
15997,"40300 Shah Alam, Selangor.
",X51006556824,5
15998,"Tel: 03- 55423228 Fax:03- 55423213
",X51006556824,6
15999,"GST ID: 00038 1399040
",X51006556824,7
16000,"
",X51006556824,8
16001,"TAX INVOICE / ADJUSTNENT NOTE
",X51006556824,9
16002,"Cash Inv No.: 7929F714
",X51006556824,10
16003,"
",X51006556824,11
16004," 
",X51006556824,12
16005,"
",X51006556824,13
16006,"VEOS14 Date: 29/09/2017
",X51006556824,14
16007,"HAKASSAR FRESH MAR ST SDN BHO
",X51006556824,15
16008,"
",X51006556824,16
16009,"GROUND FiGur «1 & 6,
",X51006556824,17
16010,"
",X51006556824,18
16011,"JALAN SS IS/05,
",X51006556824,19
16012,"
",X51006556824,20
16013,"47500 SUBANG JAVA, SELANGOR
",X51006556824,21
16014,"
",X51006556824,22
16015,"VEOS: Ridzuan (11900)
",X51006556824,23
16016,"Dp 29/09/2017 10:23
",X51006556824,24
16017,"
",X51006556824,25
16018,"Description —_ Exc D Sale  AmtCRM)
",X51006556824,26
16019,"0.C. WHITE 2 d8: 3 28 @ 4.26
",X51006556824,27
16020,"WHOLEMEAL 2.78 3 2 @ 1 2.78
",X51006556824,28
16021,"0.C JUMBO 2.97 3 A z 5.94
",X51006556824,29
16022,"Total @% supplies: 12.98
",X51006556824,30
16023,"DELICIA-B/SCOTCH 3.72 @ 1 92 -1 -3.72
",X51006556824,31
16024,"CR-CHOCLT 0.72 20 0 @ 2 14.40
",X51006556824,32
16025,"MUFFIN C&W 1.25.0 9 © -9 ~11.25
",X51006556824,33
16026,"TwG T'MISU 1.33°° 0. 10 O +10. 33.30
",X51006556824,34
16027,"Total 6% supplies (excl. GST): -23.87
",X51006556824,35
16028,"GST: -0.84
",X51006556824,36
16029,"
",X51006556824,37
16030,"Total 6% supplies (Inc. GST): -14.71
",X51006556824,38
16031,"Total 0% supplies: 12.98
",X51006556824,39
16032,"Total Payable: -1.23
",X51006556824,40
16033,"
",X51006556824,41
16034,"E.&.0.E.
",X51006556824,42
16035,"Received above goods in good order condition.
",X51006556824,43
16036,"The recipient of Gardenia's products is
",X51006556824,44
16037,"required to make necessary adjustments to its
",X51006556824,45
16038,"input tax claims, on the basic of the
",X51006556824,46
16039,"adjustments shown in this Tax Invoice /
",X51006556824,47
16040,"Adjustment Note Se _- See
",X51006556824,48
16041,"‘CUSTOMER'S COPY
",X51006556824,49
16042,"
",X51006556824,50
16043," 
",X51006556824,51
16044,"
",X51006556824,52
16045," 
",X51006556824,53
16046,,X51006556824,54
16047," 
",X51006556825,1
16048,"
",X51006556825,2
16049," 
",X51006556825,3
16050,"
",X51006556825,4
16051,"GARDENIA BAKERIES (KL) SDN BHD (139386 X)
",X51006556825,5
16052,"Lot 3, Jalan Pelabur 23/1,
",X51006556825,6
16053,"40300 Shah Alam, Selangor.
",X51006556825,7
16054,"Tel: 03- 55423228 Fax:03- 55423213
",X51006556825,8
16055,"GST LD: 000381399040
",X51006556825,9
16056,"
",X51006556825,10
16057,"TAX INVOICE / ADJUSTMENT NOTE
",X51006556825,11
16058,"Cash Inv No.: 7928F713
",X51006556825,12
16059,"
",X51006556825,13
16060,"VEOS14 Date: 28/09/2017
",X51006556825,14
16061,"
",X51006556825,15
16062,"MAKASSAR FRESH MARKET SON BHD
",X51006556825,16
16063,"
",X51006556825,17
16064,"GROUND FLOOR, NO. 4 & 6,
",X51006556825,18
16065,"
",X51006556825,19
16066,"JALAN SS 15/48,
",X51006556825,20
16067,"
",X51006556825,21
16068,"47500 SUBANG JAYA, SELANGOR
",X51006556825,22
16069,"
",X51006556825,23
16070,"VEOS: Ridzuan (11900)
",X51006556825,24
16071,"
",X51006556825,25
16072,"Wey: DD: 28/09/2017 11:28
",X51006556825,26
16073,"Description U.P Iss Exc D Sale  AmtCRM)
",X51006556825,27
16074,"O.Co WHITE 2.13 4 2 0 2 4.26
",X51006556825,28
16075,"WHOLEMEAL 2.79 4 6 @ 4 11.12
",X51006556825,29
16076,"0.C JUMBO 2.97 4 6 @ S __ 14.85
",X51006556825,30
16077,"
",X51006556825,31
16078,"Total 0% supplies: 0.3
",X51006556825,32
16079,"
",X51006556825,33
16080,"BUN-SBILIS 0.84 20 @ 0 20 _ 16.80
",X51006556825,34
16081,"
",X51006556825,35
16082,"Total 6% supplies (excl. GST): 16.80
",X51006556825,36
16083,"GST: 1.01
",X51006556825,37
16084,"
",X51006556825,38
16085,"Total 6% supplies (Inc. GST): 17.81
",X51006556825,39
16086,"Total Q% supplies: 30.23
",X51006556825,40
16087,"
",X51006556825,41
16088,"Total Payable: 48.04
",X51006556825,42
16089,"
",X51006556825,43
16090," 
",X51006556825,44
16091,"
",X51006556825,45
16092," 
",X51006556825,46
16093,"
",X51006556825,47
16094," 
",X51006556825,48
16095,"
",X51006556825,49
16096,"E.&.0.£.
",X51006556825,50
16097,"
",X51006556825,51
16098,"Received above goods in good order condition.
",X51006556825,52
16099,"
",X51006556825,53
16100,"The recipient of Gardenia'’s products is
",X51006556825,54
16101,"
",X51006556825,55
16102,"required to make necessary adjustments to its
",X51006556825,56
16103,"input tax claims, on the basic of the
",X51006556825,57
16104,"
",X51006556825,58
16105,"adjustments shown in this Tax Invoice /
",X51006556825,59
16106,"Adjustment Note acest he
",X51006556825,60
16107,"
",X51006556825,61
16108,"~ CUSTOMER'S COPY
",X51006556825,62
16109,"
",X51006556825,63
16110," 
",X51006556825,64
16111,,X51006556825,65
16112,"EE
",X51006556828,1
16113,"
",X51006556828,2
16114,"GARDENIA BAKERIES (KL) SDN BHD (139386 X)
",X51006556828,3
16115,"Lot 3, Jalan Pelabur 23/1,
",X51006556828,4
16116,"40300 Shah Alam, Selangor.
",X51006556828,5
16117,"Tel: 03- 55423228 Wax:03- $5423213
",X51006556828,6
16118,"GST LD: 00038 1399040
",X51006556828,7
16119,"
",X51006556828,8
16120,"TAX INVOICE / ADJUSTMENT NOTE
",X51006556828,9
16121,"Cash Inv No.: 7925716
",X51006556828,10
16122,"
",X51006556828,11
16123,"VN Date: 25/29/2017
",X51006556828,12
16124,"
",X51006556828,13
16125,"MAKASSAR FRESH MARKET SON BHD
",X51006556828,14
16126,"
",X51006556828,15
16127,"GROUND FLOOK, NO. 4 & 6,
",X51006556828,16
16128,"JALAN SS 15/4B,
",X51006556828,17
16129,"
",X51006556828,18
16130,"47508 SUBANG JAYA, SELANGOR :
",X51006556828,19
16131,"VEOS: Ridzuan (11900)
",X51006556828,20
16132,"
",X51006556828,21
16133,"Description ~
",X51006556828,22
16134,"
",X51006556828,23
16135,"0.C. WHITE A He So
",X51006556828,24
16136,"
",X51006556828,25
16137," 
",X51006556828,26
16138,"
",X51006556828,27
16139," 
",X51006556828,28
16140,"
",X51006556828,29
16141,"WHOL EMEAL 2 0 @
",X51006556828,30
16142,"
",X51006556828,31
16143,"0.C JUMBO POF 4 20 -O Laas
",X51006556828,32
16144,"Total 0% supplies:
",X51006556828,33
16145,"
",X51006556828,34
16146,"DELICIA-£/5C01CH 3.72 3 ee
",X51006556828,35
16147,"
",X51006556828,36
16148,"CR-CHOCL 0 204 @
",X51006556828,37
16149,"
",X51006556828,38
16150,"CR-B* SCOTCH 8 ds 0)
",X51006556828,39
16151,"
",X51006556828,40
16152," 
",X51006556828,41
16153,"
",X51006556828,42
16154,"SQ-S.BERRY @.84 0 5 06 i cic
",X51006556828,43
16155,"Total 6% supplies (excl. GST):
",X51006556828,44
16156,"GST:
",X51006556828,45
16157,"
",X51006556828,46
16158,"Total 6% supplies (Inc. GST):
",X51006556828,47
16159,"Total 0% supplies:
",X51006556828,48
16160,"
",X51006556828,49
16161,"Total Payable:
",X51006556828,50
16162,"
",X51006556828,51
16163," 
",X51006556828,52
16164,"
",X51006556828,53
16165," 
",X51006556828,54
16166,"
",X51006556828,55
16167,"£.8.0.€.
",X51006556828,56
16168,"Received above goods in good order condition.
",X51006556828,57
16169,"The recipient of Gardenia’s products is (
",X51006556828,58
16170,"
",X51006556828,59
16171,"required to make necessary adjustments to its
",X51006556828,60
16172,"input tax claims, on the basic of the '
",X51006556828,61
16173,"adjustments shown in this Tax Invoice /
",X51006556828,62
16174,"
",X51006556828,63
16175,"Adjustinent Note
",X51006556828,64
16176,"
",X51006556828,65
16177,"~RE-PRINT
",X51006556828,66
16178,"
",X51006556828,67
16179,"i Ml
",X51006556828,68
16180,"
",X51006556828,69
16181," 
",X51006556828,70
16182,,X51006556828,71
16183,"PINGHWAI TRADING SDN BHD
",X51006556830,1
16184,"(1211036-W)
",X51006556830,2
16185,"
",X51006556830,3
16186,"NO.2, JALAN METRO PERDANA TIMUR 11,
",X51006556830,4
16187,"KEPONG ENTERPRENUERS PARK,
",X51006556830,5
16188,"OFF JALAN KEPONG,
",X51006556830,6
16189,"
",X51006556830,7
16190,"§2100 KUALA LUMPUR
",X51006556830,8
16191,"TEL : 0122648835 FAX : 603-62592420
",X51006556830,9
16192,"
",X51006556830,10
16193,"GST ID : 001371123712
",X51006556830,11
16194,"
",X51006556830,12
16195," 
",X51006556830,13
16196,"
",X51006556830,14
16197," 
",X51006556830,15
16198,"
",X51006556830,16
16199," 
",X51006556830,17
16200,"
",X51006556830,18
16201,"TAX INVOICE
",X51006556830,19
16202,"Doc No. : ©S00020001 Date: 23/09/2017
",X51006556830,20
16203,"Cashier USER Time: 12:11:00
",X51006556830,21
16204,"Salesperson Ref.:
",X51006556830,22
16205,"(GST) (GST)
",X51006556830,23
16206,"Item Qty _S/Price_S/Price | Amount Tax
",X51006556830,24
16207,"17007 65.00 15.50 15.50 1,007.50 ZRL
",X51006556830,25
16208,"
",X51006556830,26
16209,"UDANG KERING
",X51006556830,27
16210,"
",X51006556830,28
16211," 
",X51006556830,29
16212,"
",X51006556830,30
16213,"Total Qty: 65.00 1,007.50
",X51006556830,31
16214,"Total Sales (Excluding GST) : 1,007.50
",X51006556830,32
16215,"Discount : 0.00
",X51006556830,33
16216,"
",X51006556830,34
16217,"Total GST 0.00
",X51006556830,35
16218,"
",X51006556830,36
16219,"Rounding : 0.00
",X51006556830,37
16220,"
",X51006556830,38
16221,"Total Sales (Inclusive of GST) : 1,007.50
",X51006556830,39
16222,"CASH : 1,100.00
",X51006556830,40
16223,"
",X51006556830,41
16224," 
",X51006556830,42
16225,"
",X51006556830,43
16226,"Change : 92.50
",X51006556830,44
16227,"GST SUMMARY
",X51006556830,45
16228,"Tax Code % Amt (RM) Tax (RM
",X51006556830,46
16229,"ZRL 0 1,007.50 0.00
",X51006556830,47
16230,"Total: 1,007.50 0.00
",X51006556830,48
16231,"
",X51006556830,49
16232," 
",X51006556830,50
16233,"
",X51006556830,51
16234," 
",X51006556830,52
16235,"
",X51006556830,53
16236," 
",X51006556830,54
16237,"
",X51006556830,55
16238,"GOODS SOLD ARE NOT RETURNABLE, THANK YOU.
",X51006556830,56
16239,,X51006556830,57
16240,"PINGHWAI TRADING SDN BHD
",X51006556831,1
16241,"(1211036-W)
",X51006556831,2
16242,"
",X51006556831,3
16243,"NO.2, JALAN METRO PERDANA TIMUR 11,
",X51006556831,4
16244,"KEPONG ENTERPRENUERS PARK,
",X51006556831,5
16245,"OFF JALAN KEPONG,
",X51006556831,6
16246,"
",X51006556831,7
16247,"52100 KUALA LUMPUR.
",X51006556831,8
16248,"
",X51006556831,9
16249,"TEL : 0122648835 FAX : 603-62592420
",X51006556831,10
16250,"GST ID : 001371123712
",X51006556831,11
16251,"
",X51006556831,12
16252," 
",X51006556831,13
16253,"
",X51006556831,14
16254," 
",X51006556831,15
16255,"
",X51006556831,16
16256," 
",X51006556831,17
16257,"
",X51006556831,18
16258,"TAX INVOICE
",X51006556831,19
16259,"Doc No. : ©S00020648 Date: 30/09/2017
",X51006556831,20
16260,"Cashier : USER Time: 13:04:00
",X51006556831,21
16261,"Salesperson : Ref.
",X51006556831,22
16262,"(GST) (GST)
",X51006556831,23
16263,"Item Qty _S/Price_S/Price | Amount Tax
",X51006556831,24
16264,"17007 39.00 15.81 15.81 616.59 ZRL
",X51006556831,25
16265,"
",X51006556831,26
16266,"UDANG KERING
",X51006556831,27
16267,"
",X51006556831,28
16268," 
",X51006556831,29
16269,"
",X51006556831,30
16270," 
",X51006556831,31
16271,"
",X51006556831,32
16272,"Total Qty: 39.00 616.59
",X51006556831,33
16273,"
",X51006556831,34
16274,"Total Sales (Excluding GST) : 616.59
",X51006556831,35
16275,"
",X51006556831,36
16276,"Discount : 0.00
",X51006556831,37
16277,"
",X51006556831,38
16278,"TotalGST : 0.00
",X51006556831,39
16279,"
",X51006556831,40
16280,"Rounding : 0.01
",X51006556831,41
16281,"
",X51006556831,42
16282,"Total Sales (Inclusive of GST) : 616.60
",X51006556831,43
16283,"
",X51006556831,44
16284,"{4553 8800 9593 0119} VISA : 616.60
",X51006556831,45
16285,"
",X51006556831,46
16286,"Change : 0.00
",X51006556831,47
16287,"
",X51006556831,48
16288,"GST SUMMARY
",X51006556831,49
16289,"
",X51006556831,50
16290,"Tax Code % Amt (RM) Tax (RM)
",X51006556831,51
16291,"ZRL 0 616.59 0.00
",X51006556831,52
16292,"Total : 616.59 0.00
",X51006556831,53
16293,"
",X51006556831,54
16294," 
",X51006556831,55
16295,"
",X51006556831,56
16296," 
",X51006556831,57
16297,"
",X51006556831,58
16298," 
",X51006556831,59
16299,"
",X51006556831,60
16300,"GOODS SOLD ARE NOT RETURNABLE, THANK YOU.
",X51006556831,61
16301,"
",X51006556831,62
16302,"en ae —_—
",X51006556831,63
16303,,X51006556831,64
16304,"GARDENIA BAKERIES (KL) SDN BHD.
",X51006556838,1
16305,"Lot 3, Jalan Pelabur 23/1,
",X51006556838,2
16306,"40300 Shah Alam, Selangor.
",X51006556838,3
16307,"Vel: 03- 55423228 FBax:03- 55423213
",X51006556838,4
16308,"GST 1D; 600381399040
",X51006556838,5
16309,"
",X51006556838,6
16310,"TAX INVOICE / ADJUSTMENT NOTE
",X51006556838,7
16311,"Cash Inv No.: 7919F712
",X51006556838,8
16312,"
",X51006556838,9
16313,"vi ' Date: 19/02/2017
",X51006556838,10
16314,"
",X51006556838,11
16315,"HAKASSAR FRESH MARKET SDN BHO
",X51006556838,12
16316,"
",X51006556838,13
16317,"GROUND FLOOR, NO. 4 & 6,
",X51006556838,14
16318,"JALAN SS iS/4B,
",X51006556838,15
16319,"
",X51006556838,16
16320,"47500 SUBANG JAYA, 5) LANGOR
",X51006556838,17
16321,"VEOS: Ridzuan (11900)
",X51006556838,18
16322,"
",X51006556838,19
16323,"a DDE 19/09/2017
",X51006556838,20
16324,"
",X51006556838,21
16325," 
",X51006556838,22
16326,"
",X51006556838,23
16327,"~
",X51006556838,24
16328,"
",X51006556838,25
16329,"_AL09
",X51006556838,26
16330,"
",X51006556838,27
16331,"     
",X51006556838,28
16332," 
",X51006556838,29
16333," 
",X51006556838,30
16334,"
",X51006556838,31
16335,"   
",X51006556838,32
16336,"
",X51006556838,33
16337,"cript
",X51006556838,34
16338,"
",X51006556838,35
16339,"G. WHITE 2223
",X51006556838,36
16340,"WHOL EMEAL 2.78
",X51006556838,37
16341,"0.C JUMBO 2.97
",X51006556838,38
16342,"
",X51006556838,39
16343,"Total 0% supplies:
",X51006556838,40
16344,"
",X51006556838,41
16345,"-1
",X51006556838,42
16346,"-3
",X51006556838,43
16347,"
",X51006556838,44
16348," 
",X51006556838,45
16349,"
",X51006556838,46
16350,"CR-VANILLA @.72 10 ® 6 16 P28
",X51006556838,47
16351,"CR-CORN @.72 20 @ 8 2 14.40
",X51006556838,48
16352,"SQ-CHOCMLT @.84 8 @ @ 8 6.72
",X51006556838,49
16353,"
",X51006556838,50
16354," 
",X51006556838,51
16355,"
",X51006556838,52
16356,"Total 6% supp! ies (excl. GST): 28.32
",X51006556838,53
16357,"(ST: 1.69
",X51006556838,54
16358,"
",X51006556838,55
16359,"Total 6% supplies (Inc. GST): 30.01
",X51006556838,56
16360,"Total Q% supplies: — -7.43
",X51006556838,57
16361,"
",X51006556838,58
16362,"Total Payable: 22,58
",X51006556838,59
16363,"
",X51006556838,60
16364," 
",X51006556838,61
16365,"
",X51006556838,62
16366,"E.&.0.L.
",X51006556838,63
16367,"
",X51006556838,64
16368,"Received above goods in goed order fition.
",X51006556838,65
16369,"The recipient of Gardenia’s products 1s
",X51006556838,66
16370,"required to make necessary adjustments to its
",X51006556838,67
16371,"input tax claims, on the basic of the
",X51006556838,68
16372,"adjustments shown in this Tax Invoice /
",X51006556838,69
16373,"Adjustment Note cs
",X51006556838,70
16374,"
",X51006556838,71
16375,"CUSTOMER'S COPY
",X51006556838,72
16376,"
",X51006556838,73
16377," 
",X51006556838,74
16378,"
",X51006556838,75
16379,"ee ee
",X51006556838,76
16380,,X51006556838,77
16381,"GARDENIA BAKERIE: (KL. )SDN B BHD (139386 X)
",X51006556839,1
16382,"Lot 3, Jalan Pelabur 23/1,
",X51006556839,2
16383,"40300 Shah Alam, Selangor.
",X51006556839,3
16384,"Tel: 03. $5423228 Bax:03- 55423213
",X51006556839,4
16385,"GST LD: 00038 (399040.
",X51006556839,5
16386,"
",X51006556839,6
16387,"TAX INVOICE / ADJUSTNENT NOTE
",X51006556839,7
16388,"Cash Inv Nov: 7918F715
",X51006556839,8
16389,"
",X51006556839,9
16390,"Virvo it Date: 18/09/2017
",X51006556839,10
16391,"
",X51006556839,11
16392,"MAKASSAR FRESH MARKET SON BHD
",X51006556839,12
16393,"
",X51006556839,13
16394,"GROUND FLOOR, NO. 4 & 6,
",X51006556839,14
16395,"JALAN SS 15/4B,
",X51006556839,15
16396,"4700 SHBANG JAYA, SEiANGOR
",X51006556839,16
16397,"
",X51006556839,17
16398," 
",X51006556839,18
16399,"
",X51006556839,19
16400," 
",X51006556839,20
16401,"
",X51006556839,21
16402,"  
",X51006556839,22
